Education,JoiningYear,City,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot,Salary
Masters,2017,New Delhi,24,Male,No,2,1,71858.35
Bachelors,2014,Bangalore,25,Male,Yes,3,0,41487.27
Bachelors,2018,Bangalore,28,Male,No,1,1,74938.76
Bachelors,2017,Bangalore,28,Male,Yes,3,0,68717.16
Masters,2013,Bangalore,28,Female,Yes,2,1,83574.69
Bachelors,2013,Bangalore,26,Male,Yes,4,0,71641.16
Masters,2018,New Delhi,24,Male,Yes,2,1,35747.74
Bachelors,2012,Bangalore,25,Male,No,3,0,78526.62
PHD,2013,New Delhi,27,Female,No,5,0,42950.4
Masters,2018,New Delhi,28,Male,Yes,2,1,82070.54
Bachelors,2014,Bangalore,28,Male,No,3,1,87914.04
Bachelors,2014,Pune,27,Male,No,5,0,67772.53
Bachelors,2013,New Delhi,24,Female,No,2,1,82593.22
Bachelors,2015,Pune,28,Female,No,1,1,56090.93
Bachelors,2015,Pune,26,Female,No,4,1,53416.7
Bachelors,2017,New Delhi,28,Female,No,3,0,46276.85
Masters,2012,Pune,27,Female,No,5,1,63092.89
Masters,2017,Pune,25,Female,Yes,3,1,102001.75
Masters,2013,New Delhi,25,Male,No,3,1,45234.67
Masters,2017,New Delhi,27,Male,No,5,1,45352.74
Bachelors,2017,Bangalore,24,Male,No,2,0,110963.42
Bachelors,2016,Pune,24,Female,No,2,1,52521.46
Bachelors,2012,Bangalore,26,Female,No,4,0,47150.92
Bachelors,2012,Bangalore,24,Male,No,2,1,73020.09
Masters,2017,Pune,24,Male,No,2,0,45781.31
Bachelors,2015,Pune,25,Female,Yes,3,1,57329.06
Bachelors,2015,New Delhi,26,Female,Yes,4,0,63974.2
Bachelors,2013,Pune,24,Male,Yes,2,1,46931.88
Bachelors,2013,Pune,25,Male,No,3,0,99593.86
PHD,2015,New Delhi,28,Female,No,1,0,61038.95
Bachelors,2016,Pune,24,Male,No,2,0,70860.91
Bachelors,2017,Bangalore,24,Female,No,2,0,82168.66
Bachelors,2016,Bangalore,27,Male,No,5,0,79367.63
Bachelors,2017,Bangalore,25,Female,No,3,0,89699.17
Masters,2014,New Delhi,27,Male,No,5,0,80921.82
Bachelors,2016,Bangalore,27,Male,No,5,0,64877.5
Bachelors,2016,Bangalore,28,Female,No,3,0,89110.19
Bachelors,2018,Pune,25,Male,No,3,1,63068.04
Bachelors,2013,Bangalore,26,Male,Yes,4,1,53557.92
Bachelors,2015,New Delhi,25,Male,No,3,1,67111.37
Bachelors,2017,New Delhi,25,Female,No,3,1,38448.16
Bachelors,2012,Bangalore,25,Male,Yes,3,0,98663.18
Bachelors,2014,New Delhi,28,Female,No,2,0,88455.01
Bachelors,2017,New Delhi,27,Female,No,5,0,40602.76
Bachelors,2018,Pune,26,Male,No,4,1,100040.91
Masters,2014,New Delhi,28,Male,No,2,0,76743.36
Bachelors,2013,Bangalore,27,Male,No,5,1,76675.5
Masters,2017,Pune,25,Male,No,3,1,83801.12
Bachelors,2018,Bangalore,28,Male,No,2,1,66043.05
Bachelors,2016,Bangalore,24,Male,No,2,0,97156.08
Bachelors,2012,Bangalore,24,Male,Yes,2,0,76575.69
Bachelors,2015,Bangalore,28,Female,No,1,0,82128.04
Bachelors,2014,Bangalore,24,Male,No,2,0,75307.63
Bachelors,2013,Pune,27,Male,No,5,0,78845.63
Bachelors,2016,New Delhi,24,Female,No,2,0,89118.99
Bachelors,2012,Bangalore,25,Female,No,3,0,62054.27
Bachelors,2012,Pune,28,Male,No,3,0,85950.5
Bachelors,2018,Pune,25,Male,Yes,3,1,65087.97
Bachelors,2014,Bangalore,27,Male,No,5,1,83068.3
Bachelors,2016,Bangalore,27,Female,No,5,0,94537.25
Masters,2015,Pune,24,Female,No,2,0,58574.78
Masters,2014,Bangalore,24,Female,No,2,1,98688.85
Bachelors,2013,Bangalore,25,Male,No,3,0,74751.34
Masters,2017,New Delhi,24,Male,No,2,0,88190.92
Bachelors,2015,Bangalore,25,Male,No,3,0,69423.35
Bachelors,2017,Bangalore,24,Male,No,2,0,80794.71
Bachelors,2017,New Delhi,28,Male,No,3,0,55314.95
Bachelors,2016,Bangalore,28,Male,No,2,0,93251.09
PHD,2014,New Delhi,24,Male,No,2,0,89321.74
Masters,2017,New Delhi,26,Female,No,4,0,63288.14
Masters,2018,New Delhi,25,Male,No,3,1,76133.89
Bachelors,2014,Bangalore,28,Male,No,3,1,67664.6
Bachelors,2014,Bangalore,25,Male,No,3,1,74388.22
Bachelors,2018,New Delhi,28,Female,No,3,1,103871.56
Masters,2017,New Delhi,25,Male,Yes,3,1,45908.95
Masters,2013,New Delhi,28,Male,No,2,0,89893.46
Bachelors,2014,Bangalore,26,Male,Yes,4,0,78827.61
Masters,2017,New Delhi,25,Female,No,3,1,61263.99
Masters,2013,New Delhi,25,Female,No,3,0,91436.88
Bachelors,2016,Bangalore,25,Male,No,3,0,73066.52
Bachelors,2018,Bangalore,24,Male,No,2,1,73370.6
Masters,2017,New Delhi,26,Male,Yes,4,1,46997.57
Bachelors,2013,Bangalore,24,Male,No,2,0,87824.75
Bachelors,2013,Bangalore,28,Male,No,2,0,58399.6
Masters,2015,Pune,28,Female,Yes,2,0,92222.93
Bachelors,2015,Pune,27,Female,Yes,5,1,51743.14
Masters,2014,Pune,27,Female,No,5,0,63104.09
Bachelors,2017,New Delhi,27,Male,No,5,0,46695.78
Bachelors,2012,Bangalore,26,Male,No,4,0,81144.84
Masters,2015,Pune,27,Female,No,5,0,9697.32
Bachelors,2013,Bangalore,28,Male,No,3,1,28415.13
Bachelors,2012,Pune,26,Female,No,4,1,61303.09
Bachelors,2013,Bangalore,27,Male,No,5,0,96768.51
Masters,2017,New Delhi,25,Male,No,3,0,54241.17
Bachelors,2017,Bangalore,27,Male,No,5,0,72364.38
Bachelors,2012,Bangalore,24,Male,No,2,0,103498.09
Bachelors,2017,New Delhi,26,Male,No,4,0,49762.29
Bachelors,2014,Bangalore,28,Female,No,1,1,48223.35
Bachelors,2015,Bangalore,25,Male,No,3,0,80905.57
Bachelors,2015,Pune,28,Female,No,3,1,53039.88
Bachelors,2017,Bangalore,24,Female,No,2,0,76114.29
Bachelors,2016,Bangalore,27,Female,No,5,1,88491.15
Bachelors,2012,Bangalore,25,Male,No,3,0,90378.27
Masters,2018,Pune,25,Male,No,3,1,93534.44
Bachelors,2015,Pune,26,Male,No,4,0,71084.47
Bachelors,2014,Pune,26,Male,No,4,0,73572.89
PHD,2017,New Delhi,27,Male,No,5,0,93196.21
Bachelors,2012,Bangalore,26,Male,No,4,0,84164.94
Bachelors,2016,Bangalore,26,Male,No,4,0,75541.02
Bachelors,2017,New Delhi,28,Female,No,2,0,77728.78
Bachelors,2014,Pune,25,Female,No,3,0,80598.06
Bachelors,2013,Bangalore,28,Male,Yes,3,0,81005.67
Bachelors,2017,Bangalore,25,Male,No,3,0,79287.35
Bachelors,2018,Bangalore,27,Male,No,5,1,73942.55
Bachelors,2017,Bangalore,26,Male,No,4,0,98307.21
Bachelors,2017,Pune,25,Female,No,3,1,48985.55
Bachelors,2017,Pune,26,Female,No,4,1,56796.33
Bachelors,2015,Pune,28,Male,No,3,0,78153.28
Masters,2017,Pune,26,Male,No,4,1,60138.09
Masters,2015,New Delhi,28,Female,Yes,2,0,100311.13
Bachelors,2012,New Delhi,25,Male,No,3,1,38773.51
Bachelors,2016,Bangalore,25,Female,No,3,0,78521.38
Masters,2017,New Delhi,26,Female,No,4,0,54902.25
Bachelors,2014,Bangalore,25,Male,No,3,0,87602.51
Bachelors,2014,Bangalore,25,Male,No,3,1,71907.83
PHD,2018,Bangalore,26,Male,No,4,1,81923.07
Bachelors,2016,Pune,26,Male,No,4,0,91864.06
Bachelors,2014,Bangalore,27,Male,No,5,0,82089.24
Bachelors,2012,Bangalore,25,Male,No,3,0,74746.78
Masters,2012,Pune,26,Female,No,4,0,45701.12
Masters,2016,New Delhi,27,Male,No,5,1,72155.19
PHD,2017,Bangalore,28,Male,No,1,0,51670.45
Bachelors,2014,Bangalore,27,Male,No,5,0,71043.33
Bachelors,2018,Pune,26,Male,No,4,1,80295.69
Bachelors,2018,Bangalore,27,Male,No,5,0,43825.65
Bachelors,2016,Pune,24,Male,No,2,0,82957.05
Bachelors,2012,Bangalore,25,Male,No,3,0,99320.45
Bachelors,2017,Bangalore,27,Male,No,5,0,90179.72
Bachelors,2016,Bangalore,28,Male,No,2,0,96832.95
Bachelors,2017,New Delhi,27,Male,No,5,0,49165.38
Bachelors,2013,Bangalore,25,Male,No,3,0,89550.04
Bachelors,2013,Bangalore,28,Male,No,1,0,79532.4
Bachelors,2018,Bangalore,28,Female,No,3,1,68453.67
Bachelors,2016,Bangalore,27,Male,Yes,5,0,59947.85
Masters,2015,Pune,28,Female,No,3,0,56884.21
Masters,2015,New Delhi,24,Female,No,2,1,71134.99
Bachelors,2017,New Delhi,24,Male,No,2,0,52460.08
Bachelors,2015,Pune,24,Female,No,2,1,51169.18
Masters,2013,Pune,28,Male,No,2,1,61765.55
Bachelors,2017,Pune,27,Female,No,5,1,67659.09
Bachelors,2014,Pune,26,Male,No,4,0,86515.44
Bachelors,2016,Bangalore,26,Male,No,4,0,93606.11
Bachelors,2014,Pune,26,Female,No,4,1,32507.61
Bachelors,2015,Pune,28,Male,No,3,0,73016.03
Bachelors,2012,Bangalore,26,Male,No,4,0,92260.33
Bachelors,2017,New Delhi,26,Male,No,4,0,53538.57
Masters,2017,New Delhi,26,Female,No,4,0,41385.89
Bachelors,2016,Bangalore,26,Male,No,4,1,73921.66
Bachelors,2013,Bangalore,26,Male,Yes,4,0,79158.94
Bachelors,2014,Bangalore,28,Male,No,3,1,86154.04
Bachelors,2014,New Delhi,28,Female,No,3,0,83796.91
Bachelors,2014,Pune,25,Female,No,3,1,69411.44
Bachelors,2016,Pune,28,Male,No,3,0,92039.99
Masters,2017,Bangalore,27,Male,No,5,1,72857.05
Bachelors,2015,Bangalore,25,Male,No,3,0,81460.28
Bachelors,2014,Pune,27,Male,No,5,0,97013.69
Bachelors,2012,Pune,28,Male,No,3,0,76508.67
Masters,2017,Pune,26,Male,No,4,1,75707.95
Bachelors,2013,Bangalore,25,Male,Yes,3,0,66676.36
Bachelors,2015,Pune,28,Female,No,2,1,41908.12
PHD,2013,Bangalore,26,Male,No,4,0,39333.61
Masters,2012,Pune,27,Male,No,5,1,68772.24
Bachelors,2016,Bangalore,28,Male,No,2,0,20963.74
Bachelors,2017,Bangalore,27,Male,No,5,0,63410.78
Bachelors,2017,Bangalore,25,Male,No,3,0,93370.52
Masters,2017,New Delhi,24,Female,Yes,2,1,52119.13
Bachelors,2015,Bangalore,25,Female,Yes,3,0,32091.41
Bachelors,2018,Bangalore,27,Male,No,5,1,73078.14
Bachelors,2014,Bangalore,26,Male,No,4,0,58119.32
Bachelors,2018,Bangalore,26,Male,No,4,1,62534.19
Bachelors,2015,Pune,24,Female,No,2,1,52964.89
Bachelors,2018,Bangalore,27,Male,No,5,1,82633.51
Bachelors,2016,Bangalore,27,Female,No,5,0,66602.09
Masters,2016,New Delhi,25,Female,No,3,1,80042.85
Masters,2018,New Delhi,26,Male,No,4,1,72123.65
Bachelors,2018,Bangalore,24,Female,No,2,1,83016.94
Bachelors,2017,New Delhi,28,Male,No,3,0,49413.41
Bachelors,2015,Bangalore,27,Male,No,5,0,98438.77
Bachelors,2017,Bangalore,26,Male,No,4,0,90507.9
Bachelors,2016,Bangalore,25,Male,No,3,0,77815.94
Bachelors,2013,Pune,25,Male,No,3,0,83071.83
Bachelors,2015,Pune,25,Female,No,3,1,73497.02
Bachelors,2014,Bangalore,28,Female,No,3,0,81285.25
Bachelors,2015,Pune,24,Male,No,2,0,100151.97
Bachelors,2016,Bangalore,26,Female,No,4,0,76249.07
Bachelors,2018,Bangalore,25,Male,Yes,3,0,23292.42
Masters,2017,Pune,28,Female,No,1,0,51280.61
Bachelors,2014,Pune,25,Female,No,3,1,42859.11
Bachelors,2017,Bangalore,25,Male,No,3,0,57094.16
Bachelors,2016,Bangalore,28,Female,No,3,0,91723.15
Bachelors,2014,Bangalore,28,Female,No,2,0,88783.04
Masters,2017,New Delhi,28,Male,No,2,0,48009.03
Bachelors,2017,New Delhi,24,Female,No,2,0,51777.2
PHD,2013,New Delhi,25,Male,No,3,1,36630.02
Bachelors,2017,Bangalore,24,Male,No,2,0,120314.37
Bachelors,2017,Bangalore,26,Female,No,4,0,73880.37
Bachelors,2015,Bangalore,25,Male,No,3,0,31705.71
Bachelors,2016,Bangalore,26,Female,No,4,0,67116.32
PHD,2014,New Delhi,28,Male,No,2,1,97823.79
Masters,2018,New Delhi,27,Female,No,5,1,103996.58
Bachelors,2016,New Delhi,27,Female,No,5,0,90181.26
Masters,2017,New Delhi,25,Male,No,3,1,53921.83
Bachelors,2017,Bangalore,26,Male,No,4,0,82940.35
Bachelors,2016,New Delhi,27,Female,Yes,5,0,64642.73
Bachelors,2017,Pune,25,Female,No,3,1,50242.02
Bachelors,2018,Pune,28,Female,No,1,1,85294.14
Bachelors,2014,Bangalore,25,Female,No,3,1,90387.16
Bachelors,2018,Pune,28,Male,No,1,1,95152.0
Bachelors,2017,Bangalore,26,Female,No,4,0,31751.55
Bachelors,2013,Bangalore,24,Male,No,2,1,82041.73
Bachelors,2012,New Delhi,26,Female,No,4,0,78917.05
Bachelors,2012,Pune,25,Male,No,3,0,63449.46
Masters,2013,New Delhi,24,Male,No,2,1,58312.05
Bachelors,2018,Pune,26,Male,No,4,1,96707.57
Bachelors,2016,New Delhi,28,Female,No,2,0,88609.66
Bachelors,2016,Pune,26,Male,No,4,0,50683.21
Masters,2014,New Delhi,24,Male,No,2,0,71182.35
Bachelors,2013,Bangalore,26,Male,No,4,0,72203.83
Bachelors,2014,Pune,26,Female,No,4,1,45862.96
Bachelors,2014,Pune,25,Male,No,3,0,58527.24
Bachelors,2013,Pune,27,Male,No,5,0,83433.63
Bachelors,2018,Bangalore,27,Male,No,5,1,72642.36
Bachelors,2015,Bangalore,25,Female,No,3,1,86603.54
Bachelors,2016,Pune,26,Male,No,4,0,75237.49
Bachelors,2015,Pune,27,Female,No,5,1,52285.63
Bachelors,2017,Bangalore,26,Male,No,4,0,75122.09
Masters,2017,Pune,26,Female,No,4,0,41985.88
Bachelors,2017,New Delhi,27,Female,Yes,5,0,73837.51
Masters,2017,Pune,24,Male,No,2,0,35863.62
Masters,2017,New Delhi,26,Female,No,4,0,50236.51
Bachelors,2015,Bangalore,27,Male,Yes,5,0,86131.69
Bachelors,2015,Bangalore,26,Male,No,4,0,65041.71
Masters,2017,Pune,24,Male,No,2,1,45862.83
Bachelors,2017,Bangalore,26,Female,No,4,0,78278.3
Bachelors,2014,Bangalore,26,Male,No,4,0,59602.26
Bachelors,2015,Bangalore,28,Male,Yes,1,1,73155.79
Masters,2017,New Delhi,24,Male,No,2,0,54832.1
Bachelors,2013,Pune,25,Female,No,3,1,32274.29
Masters,2013,Bangalore,27,Male,No,5,1,84163.43
Bachelors,2017,Bangalore,27,Male,No,5,0,97067.1
Bachelors,2015,New Delhi,28,Female,Yes,2,1,57071.49
Bachelors,2014,Pune,24,Female,No,2,1,59549.58
Bachelors,2016,Pune,27,Female,No,5,1,39046.29
Bachelors,2017,Bangalore,27,Female,No,5,0,93595.55
Bachelors,2016,Bangalore,26,Male,No,4,0,56979.39
Bachelors,2015,Pune,27,Male,No,5,0,47870.53
Bachelors,2015,Bangalore,26,Male,No,4,0,67779.73
Bachelors,2018,Bangalore,27,Male,Yes,5,1,91289.08
Bachelors,2016,Bangalore,24,Male,No,2,0,79325.47
Bachelors,2014,Bangalore,24,Male,No,2,0,101256.04
Bachelors,2013,New Delhi,24,Female,No,2,1,42229.99
Bachelors,2012,Bangalore,26,Female,No,4,0,71176.31
Bachelors,2015,Pune,28,Female,Yes,2,1,48779.74
Bachelors,2018,Bangalore,26,Male,No,4,1,83062.71
Bachelors,2016,Bangalore,24,Female,No,2,0,63954.86
Masters,2017,Pune,24,Male,No,2,1,80416.77
Masters,2016,Pune,24,Male,No,2,0,56867.03
Bachelors,2013,Bangalore,28,Male,Yes,1,1,76459.86
Bachelors,2015,Bangalore,28,Female,No,1,0,37904.42
PHD,2018,Bangalore,24,Female,No,2,1,63217.65
Bachelors,2016,Bangalore,26,Male,Yes,4,0,74551.66
Bachelors,2013,Bangalore,27,Male,No,5,0,107161.65
Bachelors,2013,Bangalore,25,Male,No,3,1,92984.24
Masters,2016,New Delhi,24,Male,No,2,1,67721.11
Bachelors,2017,New Delhi,25,Female,No,3,0,29646.4
Bachelors,2013,Bangalore,28,Male,No,3,0,73727.03
Bachelors,2018,Bangalore,28,Male,No,1,1,75517.73
Bachelors,2017,Bangalore,24,Male,No,2,0,86425.78
Masters,2014,New Delhi,24,Male,No,2,1,74122.57
PHD,2012,New Delhi,24,Male,No,2,0,55528.77
Bachelors,2017,Bangalore,25,Female,No,3,0,95834.33
Masters,2014,New Delhi,27,Male,No,5,0,97841.52
Bachelors,2015,Bangalore,27,Female,No,5,0,83216.59
Bachelors,2014,Pune,25,Male,No,3,1,89913.16
Bachelors,2012,Bangalore,28,Male,No,3,0,81787.28
Bachelors,2012,Bangalore,25,Female,No,3,0,77291.69
Bachelors,2015,Bangalore,24,Female,No,2,0,74491.13
Bachelors,2013,Pune,27,Male,No,5,0,76283.63
Bachelors,2013,Bangalore,26,Female,No,4,0,97257.54
Bachelors,2012,Pune,26,Male,No,4,0,52667.13
Masters,2017,Bangalore,28,Female,No,3,1,99572.04
Bachelors,2015,Bangalore,25,Male,No,3,1,83346.16
Bachelors,2012,Bangalore,28,Female,No,2,0,85614.93
Bachelors,2017,Pune,26,Female,No,4,1,47455.51
Bachelors,2012,Bangalore,27,Female,No,5,0,84459.32
Masters,2016,New Delhi,28,Male,No,1,0,79420.6
Bachelors,2015,Pune,28,Female,No,1,1,49726.8
Masters,2017,Pune,24,Male,No,2,1,73420.77
Bachelors,2015,Pune,25,Female,No,3,1,48303.75
Bachelors,2014,Bangalore,24,Male,No,2,0,82576.54
Bachelors,2016,Bangalore,28,Male,No,3,0,86733.06
Bachelors,2016,New Delhi,25,Female,Yes,3,0,111576.26
Masters,2015,New Delhi,26,Male,No,4,1,65797.32
Masters,2015,New Delhi,28,Female,No,3,0,69155.44
Bachelors,2013,New Delhi,24,Female,No,2,1,29371.95
Bachelors,2014,Bangalore,24,Male,No,2,0,74792.37
Bachelors,2018,Bangalore,26,Male,No,4,1,89970.66
Bachelors,2013,Bangalore,26,Male,No,4,0,89281.12
Bachelors,2015,New Delhi,25,Female,No,3,1,74776.1
Bachelors,2017,New Delhi,28,Male,No,2,0,75091.14
Bachelors,2016,Pune,25,Female,No,3,1,22630.09
Masters,2013,New Delhi,25,Male,Yes,3,1,60615.35
Bachelors,2017,Bangalore,24,Female,No,2,0,69885.85
Masters,2013,New Delhi,25,Female,No,3,1,68156.04
Bachelors,2013,Bangalore,28,Female,No,2,0,21274.65
Masters,2014,Bangalore,27,Female,No,5,1,92313.09
Bachelors,2013,Bangalore,26,Male,No,4,0,100632.95
Bachelors,2016,Bangalore,25,Male,No,3,0,85309.26
Bachelors,2015,Pune,26,Female,Yes,4,1,49847.34
Bachelors,2017,New Delhi,25,Male,No,3,0,100985.16
Bachelors,2013,Bangalore,26,Male,No,4,0,71131.09
Bachelors,2013,Pune,27,Male,Yes,5,0,54605.85
Bachelors,2015,Pune,25,Female,No,3,1,51778.43
Bachelors,2016,Bangalore,25,Male,Yes,3,0,73698.55
Bachelors,2017,Bangalore,25,Male,No,3,1,86785.63
Bachelors,2016,Pune,28,Male,No,1,0,95224.81
Bachelors,2018,Bangalore,24,Male,No,2,1,72429.42
Masters,2015,Pune,28,Female,No,3,0,71507.26
Bachelors,2017,Bangalore,26,Male,No,4,0,68541.72
Masters,2017,Pune,26,Male,No,4,1,64637.67
Bachelors,2017,New Delhi,27,Female,No,5,0,36781.44
Bachelors,2013,Pune,26,Female,No,4,1,50298.43
Bachelors,2012,Bangalore,24,Male,No,2,0,85920.58
Bachelors,2013,New Delhi,28,Female,Yes,3,0,96167.73
Masters,2015,Pune,24,Female,No,2,0,51410.68
Bachelors,2016,Bangalore,25,Male,No,3,0,65868.82
Masters,2017,New Delhi,25,Male,No,3,1,49484.62
Bachelors,2016,Bangalore,26,Male,No,4,0,69281.37
Bachelors,2013,Bangalore,24,Male,No,2,0,54574.81
Bachelors,2012,Pune,25,Male,No,3,1,59641.75
Bachelors,2014,Bangalore,24,Male,No,2,0,96015.35
Bachelors,2017,Bangalore,27,Female,No,5,1,66854.58
Bachelors,2017,New Delhi,27,Female,No,5,0,88466.88
Bachelors,2013,Pune,27,Male,No,5,0,95400.24
Bachelors,2015,Pune,24,Female,Yes,2,1,57907.53
Bachelors,2017,Bangalore,24,Female,Yes,2,0,69221.92
PHD,2015,New Delhi,28,Female,No,1,0,89261.16
Bachelors,2017,Bangalore,27,Male,No,5,0,80730.09
Masters,2017,New Delhi,28,Female,No,2,0,47415.51
Bachelors,2017,New Delhi,25,Female,No,3,0,47813.33
Bachelors,2014,Pune,25,Female,No,3,1,59944.62
Bachelors,2016,New Delhi,28,Female,Yes,3,0,74723.33
Bachelors,2015,Pune,27,Female,No,5,1,49351.38
Masters,2017,Pune,25,Male,No,3,1,54816.61
Masters,2017,Bangalore,25,Female,Yes,3,1,43438.3
Bachelors,2017,Bangalore,24,Female,No,2,1,82909.56
Bachelors,2013,Bangalore,26,Female,No,4,0,75413.14
Bachelors,2018,Bangalore,24,Male,Yes,2,1,65752.8
Bachelors,2016,New Delhi,28,Male,No,1,0,87389.44
Masters,2017,New Delhi,24,Male,No,2,1,47997.73
Bachelors,2017,Bangalore,25,Male,No,3,0,62445.96
Bachelors,2017,Bangalore,25,Male,No,3,0,71068.07
Bachelors,2017,Bangalore,24,Male,No,2,1,100949.7
Masters,2014,New Delhi,25,Female,No,3,1,113918.9
Bachelors,2012,Bangalore,27,Female,No,5,0,63597.51
Bachelors,2012,New Delhi,27,Female,No,5,0,76719.47
Bachelors,2017,Bangalore,28,Male,No,2,1,96487.87
Bachelors,2012,Bangalore,28,Male,Yes,3,1,88011.6
Bachelors,2012,Pune,28,Female,No,2,0,83227.65
Bachelors,2018,Bangalore,24,Female,No,2,1,81149.65
PHD,2016,New Delhi,24,Female,No,2,0,102099.53
Masters,2017,New Delhi,27,Female,No,5,1,65058.43
Masters,2013,New Delhi,27,Female,No,5,1,48347.84
Bachelors,2015,Bangalore,26,Female,No,4,0,69157.03
Masters,2015,New Delhi,28,Female,No,1,1,79228.87
Bachelors,2014,Bangalore,27,Male,No,5,0,89199.34
Bachelors,2013,New Delhi,25,Female,No,3,0,96253.24
Bachelors,2015,Bangalore,26,Female,No,4,1,87828.72
Bachelors,2012,Pune,24,Male,No,2,0,80592.43
Bachelors,2012,Bangalore,26,Female,No,4,0,85839.07
Masters,2015,Pune,25,Female,No,3,1,47658.58
Bachelors,2013,New Delhi,24,Male,No,2,0,91848.74
Masters,2017,New Delhi,27,Female,No,5,0,47194.13
Masters,2017,Pune,26,Male,No,4,0,38552.61
Bachelors,2014,Pune,27,Male,No,5,0,78821.83
Bachelors,2018,Bangalore,25,Male,No,3,1,94912.0
Bachelors,2014,Bangalore,25,Female,No,3,0,64607.04
Bachelors,2013,Pune,27,Female,No,5,1,55943.74
Bachelors,2015,Pune,26,Male,No,4,0,79778.14
Bachelors,2017,Pune,24,Male,No,2,1,61394.26
Masters,2017,New Delhi,26,Male,No,4,1,60402.27
Bachelors,2013,Pune,25,Male,Yes,3,1,45648.86
Masters,2017,New Delhi,25,Female,No,3,1,56263.69
Bachelors,2013,Pune,26,Female,Yes,4,0,83639.26
Bachelors,2014,Pune,28,Male,No,2,0,70997.25
Bachelors,2016,New Delhi,27,Female,No,5,0,67240.83
Bachelors,2017,New Delhi,28,Male,No,1,0,42420.5
Masters,2014,New Delhi,27,Male,No,5,0,79599.46
Bachelors,2014,New Delhi,28,Female,No,1,0,109483.34
Bachelors,2015,Bangalore,27,Male,No,5,1,83289.85
Bachelors,2015,Bangalore,24,Male,No,2,1,83122.88
Bachelors,2018,Bangalore,24,Male,No,2,1,70022.67
Bachelors,2013,Pune,26,Male,No,4,0,79109.55
Bachelors,2012,Bangalore,28,Female,No,2,0,77153.53
Masters,2017,Pune,26,Male,No,4,0,44163.49
Masters,2017,New Delhi,25,Male,No,3,1,46459.55
Bachelors,2016,New Delhi,27,Female,No,5,0,82689.19
Bachelors,2012,Bangalore,26,Male,No,4,0,77023.31
Bachelors,2015,Pune,25,Male,No,3,0,91139.1
Bachelors,2012,New Delhi,26,Female,Yes,4,0,85080.1
Masters,2014,Bangalore,27,Male,No,5,1,62420.89
Masters,2017,New Delhi,26,Male,No,4,0,37541.48
Masters,2012,New Delhi,26,Male,No,4,1,106120.97
Bachelors,2015,Pune,26,Female,No,4,1,53142.73
Masters,2014,New Delhi,25,Male,No,3,0,92544.19
Bachelors,2015,Bangalore,28,Male,Yes,2,0,99188.76
Masters,2012,Pune,27,Male,No,5,1,91053.74
Bachelors,2017,Bangalore,27,Male,No,5,0,44254.16
Bachelors,2016,Bangalore,24,Male,No,2,0,85243.43
Bachelors,2017,Bangalore,27,Male,No,5,0,66832.24
Bachelors,2014,Bangalore,26,Male,No,4,1,73816.33
Bachelors,2017,Bangalore,24,Female,No,2,0,71511.27
Bachelors,2017,Bangalore,28,Male,No,1,0,97136.62
Bachelors,2014,Bangalore,26,Male,No,4,1,88056.02
Bachelors,2018,Bangalore,28,Female,No,3,1,76156.17
Bachelors,2014,New Delhi,24,Female,No,2,0,46601.43
Bachelors,2017,Bangalore,27,Male,No,5,0,39408.02
Bachelors,2015,New Delhi,24,Female,No,2,0,72173.18
Bachelors,2017,Bangalore,27,Male,No,5,0,86548.51
Bachelors,2017,Pune,28,Male,No,3,0,81207.14
Bachelors,2014,Bangalore,25,Male,No,3,0,78257.78
Bachelors,2017,Bangalore,25,Female,No,3,0,106216.12
Bachelors,2018,Bangalore,25,Male,No,3,1,80175.6
Bachelors,2013,Bangalore,28,Female,No,3,0,65916.66
Bachelors,2017,New Delhi,27,Male,No,5,0,73682.57
Bachelors,2013,Bangalore,27,Male,No,5,0,77591.72
Masters,2017,New Delhi,26,Female,No,4,1,49186.63
Bachelors,2014,Bangalore,24,Male,No,2,0,68365.82
Bachelors,2017,Pune,27,Male,No,5,0,75112.33
Bachelors,2012,Pune,27,Male,No,5,0,71968.57
Bachelors,2017,Pune,24,Male,No,2,0,70714.85
Bachelors,2014,Bangalore,25,Male,No,3,0,91276.64
Bachelors,2014,Bangalore,28,Male,No,3,0,82959.29
Bachelors,2018,Bangalore,26,Male,No,4,1,86693.81
Masters,2017,Bangalore,28,Male,No,1,1,84109.88
Bachelors,2018,Bangalore,27,Male,Yes,5,1,77878.62
Bachelors,2017,Bangalore,28,Male,Yes,1,0,85394.65
Bachelors,2016,Bangalore,25,Male,No,3,0,99438.19
Bachelors,2013,Pune,24,Female,No,2,0,58339.19
Bachelors,2018,New Delhi,25,Female,No,3,1,49375.23
Bachelors,2014,Bangalore,24,Female,No,2,0,71974.86
Bachelors,2012,Bangalore,26,Male,No,4,0,63526.44
Masters,2013,New Delhi,24,Female,No,2,0,18972.53
Masters,2013,New Delhi,24,Male,Yes,2,1,32302.55
Bachelors,2014,Bangalore,26,Male,No,4,0,61385.76
Bachelors,2017,Bangalore,27,Male,No,5,0,82447.63
Bachelors,2017,New Delhi,25,Male,No,3,0,49786.81
Bachelors,2015,Bangalore,28,Female,No,1,0,81530.71
Bachelors,2014,Bangalore,24,Male,No,2,0,73426.12
